"text","group","id","time","partner_id","turn","seller","study","study_group","span"
"You bet. ||:) ||What's the lowest you would be willing to go? I certainly understand you're also trying to run a business... ",79,"UXYDZ"," 5:17:27 PM ","U7BAH",6,0,"one","one_79",139
"It's such a unique piece but I'm cold and want go to lunch. :) I could do 450. ||You have a motivated seller here, lol. ",79,"U7BAH"," 5:18:53 PM ","UXYDZ",7,1,"one","one_79",225
"Hahaha, I hear that! How about 370? ",79,"UXYDZ"," 5:19:22 PM ","U7BAH",8,0,"one","one_79",254
"Deal at 400. ",79,"U7BAH"," 5:19:34 PM ","UXYDZ",9,1,"one","one_79",266
"390? ",79,"UXYDZ"," 5:20:01 PM ","U7BAH",10,0,"one","one_79",293
"Ha, fine, but you owe me some tea. ",79,"U7BAH"," 5:20:17 PM ","UXYDZ",11,1,"one","one_79",309
"Absolutely! Thank you so much! Stay warm, ok. ",79,"UXYDZ"," 5:20:37 PM ","U7BAH",12,0,"one","one_79",329
"You too. ",79,"U7BAH"," 5:20:42 PM ","UXYDZ",13,1,"one","one_79",334
"Hello! How are you doing? I think you might have noticed that I saw your sugar bowl and that I might be interested in purchasing it today. Would you be willing to sell it for $250? ",81,"47GU8","0","DFUGX",1,0,"one","one_81",0
"Hello! It's great to meet you. Thank you for your interest in my sugar bowl. I have a strong attachment to this unique piece and due to its historical significance I am afraid that I can't sell it for $250. It's actually worth over $600, however I'd be willing to come all the way down to $450. Do we have a deal? ",81,"DFUGX","0","47GU8",2,1,"one","one_81",10
"Hello, I'm checking in to see if you received my response to your initial message? ",81,"DFUGX"," 5:51:21 PM ","47GU8",3,1,"one","one_81",20
"Thank you for your feedback and letting me know what the piece is worth! I see you are attached to the sugar bowl and I can see why - it's a lovely object. Unfortunatelty, I can't pay more than $400 for the bowl. Would you be willing to make that deal? ",81,"47GU8"," 5:51:25 PM ","DFUGX",4,0,"one","one_81",24
"Thank you for your reply. I'd be happy to sell you the sugar bowl for $400. We have a deal! ",81,"DFUGX"," 5:52:09 PM ","47GU8",5,1,"one","one_81",68
"Wonderful - thank you!! ",81,"47GU8"," 5:52:22 PM ","DFUGX",6,0,"one","one_81",81
"Nice doing business with you! ",81,"DFUGX"," 5:52:32 PM ","47GU8",7,1,"one","one_81",91
"And you as well! ",81,"47GU8"," 5:52:40 PM ","DFUGX",8,0,"one","one_81",99
"Hello. I am interested in purchasing your sugar bowl for $250.  I look forward to hearing what you have to say. Thank you very much. ",82,"E9HRY","0","CFDZ6",1,0,"one","one_82",0
"Hello, unfortunately the price that you have proposed is too low for the quality and craftsmanship of the sugar bowl. I am not able to sell the bowl for anything less than $400. Thank you.",82,"CFDZ6","0","E9HRY",2,1,"one","one_82",10
"Hello, thank you for expressing interest in the bowl. As I mentioned, I would not be able to accept anything less than $400. ",82,"CFDZ6"," 5:45:47 PM ","E9HRY",3,1,"one","one_82",20
"Hello. I am able to offer $360 for the sugar bowl. ",82,"E9HRY"," 5:46:26 PM ","CFDZ6",4,0,"one","one_82",59
"$400 is already considerably lower, almost by half, than the original price. ",82,"CFDZ6"," 5:47:44 PM ","E9HRY",5,1,"one","one_82",137
"You do bring up an excellent point. Alright, I will agree to buy the bowl for $400. ",82,"E9HRY"," 5:48:30 PM ","CFDZ6",6,0,"one","one_82",183
"Thank you very much! ",82,"CFDZ6"," 5:48:42 PM ","E9HRY",7,1,"one","one_82",195
"Thank you. ",82,"E9HRY"," 5:48:47 PM ","CFDZ6",8,0,"one","one_82",200
"Hi! I want to buy this sugar bowl from you, and I can offer you $250 for it. Do we have a deal?",86,"NQZZ3","0","WXHH5",1,0,"one","one_86",0
"Hello and thank you for your interest. You have chosen a very special piece, as this sugar bowl was crafted in the 1750's. Its history cannot be replicated nowadays, which is why the piece is priced at $500.",86,"WXHH5","0","NQZZ3",2,1,"one","one_86",10
"Hello, would you like to purchase this unique sugar bowl for $500? ",86,"WXHH5"," 7:14:23 PM ","NQZZ3",3,1,"one","one_86",20
"Thank you for your reply. I agree that it is a special piece. However, I would really like to put it to good use. I am willing to up my price to pay up to $300. ",86,"NQZZ3"," 7:15:17 PM ","WXHH5",4,0,"one","one_86",74
"I am glad for your continued interest. I am willing to negotiate the offering price; however, I cannot accept an offer that low. I am willing to make an equal compromise, and meet down the middle at $400, but anything lower than that would discredit the value of this piece. ||Are you willing to make this compromise at $400? ",86,"WXHH5"," 7:17:06 PM ","NQZZ3",5,1,"one","one_86",183
"I would really like to meet you halfway, so I am willing to compromise at $400. ||Do we have a deal then? ",86,"NQZZ3"," 7:18:49 PM ","WXHH5",6,0,"one","one_86",286
"Great! We have a deal! Nice doing business with you! ",86,"WXHH5"," 7:19:16 PM ","NQZZ3",7,1,"one","one_86",313
"Likewise! ",86,"NQZZ3"," 7:19:26 PM ","WXHH5",8,0,"one","one_86",323
"Hi there! This is a great collection  that you have. I've been looking at this sugar bowl and I am quite interested in it. Would you be willing to sell it? I was hoping to pay $250 for it. ",87,"NU5PS","0","BJJ9K",1,0,"one","one_87",0
"I'm sorry, that is well below its market value and I have other buyers online who are willing to pay meaningfully above that price.  On average, these pieces are worth around $600 but up to $800.",87,"BJJ9K","0","NU5PS",2,1,"one","one_87",10
"Hello!  What questions can I answer for you today? ",87,"BJJ9K"," 4:44:44 PM ","NU5PS",3,1,"one","one_87",20
"Hello again! I wanted to know if you could tell me more about this sugar bowl so I can get a better understanding of what prices it so high! I'm still interested in it but money is tight and I don't know if I can justify that kind of money on a sugar bowl. ",87,"NU5PS"," 4:45:32 PM ","BJJ9K",4,0,"one","one_87",68
"Absolutely.  It's from a very well known painter from the 18th century.  As I mentioned to you before, bowls like this typically sell for $600 but can go for as much as $800. Of course, I understand that $800 is a steep price especially for someone who may just be curating their first collection in these items but unfortunately $250 is WELL below its value and I have offers from other buyers above that price.  I think we can find a price that will work out for both of us - I would suggest a slight discount to typical market prices, $580. ",87,"BJJ9K"," 4:48:17 PM ","NU5PS",5,1,"one","one_87",233
"Thank you for the information and the consideration! A bowl such as this does sound like it would be quite the piece to own. However $580 is still quite the jump for me. If I could pay you $350, would you be willing to consider letting me purchase the piece? I could pay you in cash, today right now for the item. ",87,"NU5PS"," 4:50:10 PM ","BJJ9K",6,0,"one","one_87",346
"I understand that $580 is well above your initial offer of $250 but as I mentioned, $250 is simply completely outside of the reasonable range. ",87,"BJJ9K"," 4:50:59 PM ","NU5PS",7,1,"one","one_87",395
"Oh, I'm sorry! I hadn't been clear enough. I could pay $350. ",87,"NU5PS"," 4:51:31 PM ","BJJ9K",8,0,"one","one_87",427
"I'm sorry as well, I understand that you revised your offer to $350 but that doesn't seem to quite settle the matter.  You're asking to buy a piece for an almost 50% discount to market value! ",87,"BJJ9K"," 4:52:10 PM ","NU5PS",9,1,"one","one_87",466
"I very much understand that. I had hoped that the possibility of  being able to sell the item and get it off your hands would be a plus. Would $400 be more reasonable? ",87,"NU5PS"," 4:53:07 PM ","BJJ9K",10,0,"one","one_87",523
"That is definitely a step in the right direction.  Given how late in the day it is - I would agree to sell the item to you at $450 - this still represents a $150 discount to market prices! ",87,"BJJ9K"," 4:53:40 PM ","NU5PS",11,1,"one","one_87",556
"Could we split the difference and do $425? ",87,"NU5PS"," 4:53:57 PM ","BJJ9K",12,0,"one","one_87",573
"Sure. ||4 seconds left. :) ",87,"BJJ9K"," 4:54:00 PM ","NU5PS",13,1,"one","one_87",576
"Thank you! ",87,"NU5PS"," 4:54:03 PM ","BJJ9K",14,0,"one","one_87",579
"Hello, I am interested in the sugar bowl you are selling. I am willing to pay $250. ",88,"QH2MH","0","DAZFF",1,0,"one","one_88",0
"Hi, the average starting price for this bowl is higher...",88,"DAZFF","0","QH2MH",2,1,"one","one_88",10
"What do you think the average starting price is? ",88,"QH2MH"," 4:44:12 PM ","DAZFF",3,0,"one","one_88",20
"Starting at $400. ",88,"DAZFF"," 4:44:48 PM ","QH2MH",4,1,"one","one_88",56
"That seems high. I think $350 is more reasonable. ",88,"QH2MH"," 4:45:14 PM ","DAZFF",5,0,"one","one_88",82
"Yes, that is starting price though.  How much would you want to pay for it? ",88,"DAZFF"," 4:46:08 PM ","QH2MH",6,1,"one","one_88",136
"I could pay $350 for it. I don't think I can pay $400. ||I think you could give me a better price than that. ",88,"QH2MH"," 4:47:01 PM ","DAZFF",7,0,"one","one_88",189
"I will sell it to you for $375.. ",88,"DAZFF"," 4:47:51 PM ","QH2MH",8,1,"one","one_88",239
"How about $370? ",88,"QH2MH"," 4:48:32 PM ","DAZFF",9,0,"one","one_88",280
"$373 is my offer.",88,"DAZFF"," 4:48:53 PM ","QH2MH",10,1,"one","one_88",301
"Ok - $373 is good. I'll but it from you. ||Buy it from you*. ",88,"QH2MH"," 4:49:19 PM ","DAZFF",11,0,"one","one_88",327
"Ok! It's a deal! ",88,"DAZFF"," 4:49:33 PM ","QH2MH",12,1,"one","one_88",341
"Thank you for the sugar bowl! I'm excited to have it. ",88,"QH2MH"," 4:49:53 PM ","DAZFF",13,0,"one","one_88",361
"I am sure you will enjoy this piece! ",88,"DAZFF"," 4:50:14 PM ","QH2MH",14,1,"one","one_88",382
"This sugar bowl has great craftsmanship, and I want to add it to my collection. I can pay you $250 for it right now.",90,"4FU5Z","0","958FQ",1,0,"one","one_90",0
"This bowl was crafted by a New England Craftsman in the 1750s. Its market value is up to 800 dollars; I cannot accept an offer of only $250",90,"958FQ","0","4FU5Z",2,1,"one","one_90",10
"Hello. ",90,"958FQ"," 4:43:33 PM ","4FU5Z",3,1,"one","one_90",20
"Hello. I'm looking forward to continuing negotiating for the sugar bowl with you. ||I know that some appraisers have set the value of this bowl very highly, but the market for these items is small. That said, I can offer you $400. ",90,"4FU5Z"," 4:43:44 PM ","958FQ",4,0,"one","one_90",31
"I can offer you the bowl for $500. The market may be small, but the item has been appraised with significantly higher value and is a valuable item for collectors. ",90,"958FQ"," 4:46:52 PM ","4FU5Z",5,1,"one","one_90",219
"I'm sorry, but $400 is the most I'm willing to pay. I hope you'll consider making the sale; I don't think you'll be receiving a better offer soon. ",90,"4FU5Z"," 4:47:46 PM ","958FQ",6,0,"one","one_90",273
"I can see that you really want the item; I will make the sale for $400. ",90,"958FQ"," 4:48:47 PM ","4FU5Z",7,1,"one","one_90",334
"Great, thank you. ",90,"4FU5Z"," 4:49:03 PM ","958FQ",8,0,"one","one_90",350
"Hey. I think $250 is a reasonable price to offer for this item.",91,"VYAFM","0","XWGBJ",1,0,"one","one_91",0
"$250 Is way under the market value for such a handcrafted item such as this bowl. ",91,"XWGBJ","0","VYAFM",2,1,"one","one_91",10
"What would your first offer be? ",91,"VYAFM"," 5:12:51 PM ","XWGBJ",3,0,"one","one_91",20
"$325 ",91,"XWGBJ"," 5:13:16 PM ","VYAFM",4,1,"one","one_91",45
"Would you be comfortable with $300? ",91,"VYAFM"," 5:13:37 PM ","XWGBJ",5,0,"one","one_91",66
"No. ",91,"XWGBJ"," 5:14:15 PM ","VYAFM",6,1,"one","one_91",104
"I could do $325. || Agreed? ",91,"VYAFM"," 5:14:46 PM ","XWGBJ",7,0,"one","one_91",135
"Agreed. ",91,"XWGBJ"," 5:14:54 PM ","VYAFM",8,1,"one","one_91",143
"Thanks. ",91,"VYAFM"," 5:15:10 PM ","XWGBJ",9,0,"one","one_91",159
"Hello, I am interested in buying the sugar bowl you have for sale. I can offer you $250 for it. I am anxious to hear back from you and appreciate your consideration.",92,"4NUTE","0","TNWCH",1,0,"one","one_92",0
"I appreciate your offer of $250, but I must tell you that the wholesale price of the item is actually $350. Additionally, bowls of this kind regularly sell from $400-$800. I would therefore ask that you purchase it for $500, yielding a modest profit for me while still saving you a considerable amount. ",92,"TNWCH","0","4NUTE",2,1,"one","one_92",10
"Hi. ",92,"4NUTE"," 5:09:41 PM ","TNWCH",3,0,"one","one_92",20
"Hi. ||The maximum price for this bowl is $800. ||However, I'll sell it to you for $500. ",92,"TNWCH"," 5:11:28 PM ","4NUTE",4,1,"one","one_92",127
"Hello there! :) ",92,"4NUTE"," 5:14:56 PM ","TNWCH",5,0,"one","one_92",335
"Hello there. Is my offered price of $500 acceptable to you? Or would it be too much? ",92,"TNWCH"," 5:19:09 PM ","4NUTE",6,1,"one","one_92",588
"In that case, I would be able to counter offer you 425.00 with my budget. ||Is that suitable for you? ",92,"4NUTE"," 5:19:50 PM ","TNWCH",7,0,"one","one_92",629
"That's below my desired price, but still extremely reasonable. I accept. ||I am glad we were able to reach a mutually beneficial outcome. Thank you for your courtesy. ",92,"TNWCH"," 5:20:19 PM ","4NUTE",8,1,"one","one_92",658
"Hi, Hope you're having a great day! I'm very interested in the sugar bowl that you're selling, and I was wondering whether you'd be willing to sell it for $250. Thanks!",93,"M4582","0","B4U7P",1,0,"one","one_93",0
"Hi!  Thank you for your interest in the sugar bowl!  I would like to get at least $350 for this item.  This is still a much lower price than its original selling price and it will increase in value over time.  Thank you for considering it!",93,"B4U7P","0","M4582",2,1,"one","one_93",10
"Thanks for the quick response! How about we settle on $350? If you sell it for that price, I will be able to pay you very soon. ",93,"M4582"," 5:20:08 PM ","B4U7P",3,0,"one","one_93",20
"Hi!  Yes, let's settle on $350.  I believe this is a very fair price for both of us and you will be very happy with this. ",93,"B4U7P"," 5:22:09 PM ","M4582",4,1,"one","one_93",141
"Sounds great. Thank you! ",93,"M4582"," 5:22:28 PM ","B4U7P",5,0,"one","one_93",160
"Thank you! ",93,"B4U7P"," 5:22:40 PM ","M4582",6,1,"one","one_93",172
"The sugar bowl is nice but it does have a few dents in it and therefore less valuable to me and on the open market.  I'll give you $250 for the bowl, dents and tarnish and all.",94,"MEQYH","0","7RUNZ",1,0,"one","one_94",0
"The sugar bowl is of 18th Century vintage and even relatively small imperfections do not degrade its intrinsic value.  I'd be willing to sell it for $300.",94,"7RUNZ","0","MEQYH",2,1,"one","one_94",10
"Would you be willing to pay $300.00 for this exquisite artifact? ",94,"7RUNZ"," 5:19:17 PM ","MEQYH",3,1,"one","one_94",20
"I'm afraid 300 is a bit steep for this small mishandled item. I know you have invested in it, I'll split the difference with you and will buy it for 275. ",94,"MEQYH"," 5:20:47 PM ","7RUNZ",4,0,"one","one_94",110
"It is over 250 years old and made by a talented colonial craftsman--I honestly believe $300.00 is still a bargain for you. ;) ||That last was supposed to be a smile emoticon. ",94,"7RUNZ"," 5:22:26 PM ","MEQYH",5,1,"one","one_94",209
"I was willing to pay a bit more than I planned, and then I thought it was worth with the idea that you would see my point and be willing to come down just a bit. ",94,"MEQYH"," 5:24:01 PM ","7RUNZ",6,0,"one","one_94",304
"Very well, I will sell it to you for $275. ;) ",94,"7RUNZ"," 5:24:48 PM ","MEQYH",7,1,"one","one_94",351
"Thank you so much. I do like your shop and you, and will return at another time to peruse your collection. ",94,"MEQYH"," 5:25:34 PM ","7RUNZ",8,0,"one","one_94",397
"Happy to hear that. ",94,"7RUNZ"," 5:25:56 PM ","MEQYH",9,1,"one","one_94",419
"Hello there! How are you? I'd like to buy this bowl for $250. ",98,"ZH6JA","0","WJN4W",1,0,"one","one_98",0
"Hi there! I'm great -- and yourself? That's an excellent choice in sugar bowl, but unfortunately the price is a bit higher. At market value, this bowl is appraised at a value of $600-$800. I totally understand that that's expensive, so I can mark the price down to $550. What do you say?",98,"WJN4W","0","ZH6JA",2,1,"one","one_98",10
"Hi there! Have you had a chance to think about the price of $550? ",98,"WJN4W"," 9:17:04 PM ","ZH6JA",3,1,"one","one_98",20
"Hello! 550 is too high for me. ||I can think about 300. ||Can you give it to me for 300? ",98,"ZH6JA"," 9:17:16 PM ","WJN4W",4,0,"one","one_98",32
"Hmm, that's shame. I really want to make sure that this bowl sees the value that it's worth. I'll tell you what -- I could give you a special sale (you seem nice, I don't do this for everyone) and knock the price down to $500. ||Of course, I want to see the bowl go to a good home. It's silver, so it needs a lot of care. What do you say to $500? ",98,"WJN4W"," 9:18:43 PM ","ZH6JA",5,1,"one","one_98",119
"Well, thank you for that. However, this bowl is quite old. And usually, it comes with a set, and it is not of much value without the whole accompanying set. I'd be willing to pay $350 as it is stand alone. ",98,"ZH6JA"," 9:20:28 PM ","WJN4W",6,0,"one","one_98",224
"Oh, so you know your antiques! I wish I had seen a set in its entirety -- they're appraised at nearly $2000! The sugar bowl by itself, though, is the rarest piece, and with age it has only increased in value. $600-$800 is the value for the bowl alone! I'm really taking a loss here, but I can see that you'd know how to care for the bowl -- I could go as low as $475.",98,"WJN4W"," 9:22:32 PM ","ZH6JA",7,1,"one","one_98",348
